"accession","length","isolate","isolation_source","host","organism","genotype","country_original","country","country_code","collection_date_original","collection_date"
"HC083779","136","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083778","127","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083777","132","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083776","120","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083775","167","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083774","91","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083773","97","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083772","146","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083771","151","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083770","138","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083769","81","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083768","88","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083767","134","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083766","108","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083765","84","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083764","156","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083763","148","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"HC083762","152","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349263","38","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349262","22","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349261","48","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349260","24","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349259","22","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349258","21","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349257","21","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349256","18","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349255","20","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349254","33","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349253","19","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349252","45","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349251","18","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GN349250","19","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM047824","3768","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM047823","3750","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM047822","3747","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839469","59","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839468","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839467","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839466","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839465","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839464","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839463","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839462","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839461","59","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839460","59","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839459","60","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839458","59","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839456","1161","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839453","63","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839452","63","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839385","1092","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839384","1092","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839383","1092","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839382","1092","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839381","1797","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839380","1767","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839379","1797","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839378","1797","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839377","11237","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839376","11601","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839375","11598","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839374","11601","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839373","11601","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"GM839372","11601","NA","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"NM_001080584","4441","NA","NA","NA","Danio rerio","NA","NA",NA,NA,"NA",NA
"NM_001327873","4108","NA","NA","NA","Danio rerio","NA","NA",NA,NA,"NA",NA
"NM_138881","3608","NA","NA","NA","Rattus norvegicus","NA","NA",NA,NA,"NA",NA
"NM_019335","3807","NA","NA","NA","Rattus norvegicus","NA","NA",NA,NA,"NA",NA
"NM_001146022","9681","NA","NA","NA","Mus musculus","NA","NA",NA,NA,"NA",NA
"OT854347","3744","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"NM_001009493","4015","NA","NA","NA","Rattus norvegicus","NA","NA",NA,NA,"NA",NA
"OT810154","120","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810153","120","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810152","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810151","15","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810150","12","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810149","15","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810148","15","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810147","18","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810146","24","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810145","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810144","150","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810143","130","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810142","120","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810141","150","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810140","150","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810139","150","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810138","150","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810137","100","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810136","18","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810135","108","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810134","66","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810133","108","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810132","108","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810131","36","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810130","24","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810129","12","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810128","45","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810127","24","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810126","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810125","18","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810124","60","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810123","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810122","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810121","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810120","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810119","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810118","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810117","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810116","141","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810115","181","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810114","70","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810113","70","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810112","70","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810111","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810110","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810109","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810108","23","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810107","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810106","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810105","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810104","184","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810103","182","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810102","140","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810101","188","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810100","23","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810099","23","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810098","119","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810097","141","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810096","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810095","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810094","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810093","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810092","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810091","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810090","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810089","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810088","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810087","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810086","23","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810085","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810084","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810083","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810082","133","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810081","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810080","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810079","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810078","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810077","85","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810076","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810075","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810074","164","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810073","164","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810072","87","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810071","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810070","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810069","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810068","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810067","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810066","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810065","142","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810064","92","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810063","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810062","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810061","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810060","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810059","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810058","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810057","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810056","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810055","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810054","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810053","42","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810052","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810051","47","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810050","54","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810049","23","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810048","41","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810047","10","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810046","119","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810045","57","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810044","881","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810043","1592","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810042","705","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OT810041","1416","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"JAHWGI010000551","77016","PL_HMW_Pooled","Lab Reared","NA","Frankliniella fusca","NA","USA: North Carolina","USA","USA","2019-05","2019-05"
"JAHWGI010001277","304985","PL_HMW_Pooled","Lab Reared","NA","Frankliniella fusca","NA","USA: North Carolina","USA","USA","2019-05","2019-05"
"OS996320","39761","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996319","7879","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996318","3753","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996317","3747","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996316","37830","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996315","45227","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996314","43428","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996313","37912","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996312","2880","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996311","1779","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OS996310","1734","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"NM_001001724","1267","NA","NA","NA","Danio rerio","NA","NA",NA,NA,"NA",NA
"OO822028","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822027","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822026","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822025","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822024","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822023","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822022","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822021","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822020","24","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822019","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822018","25","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822017","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822016","31","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822015","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822014","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822013","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822012","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822011","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822010","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822009","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822008","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822007","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822006","35","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822005","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822004","25","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822003","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822002","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822001","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO822000","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821999","31","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821998","33","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821997","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821996","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821995","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821994","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821993","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821992","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821991","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821990","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821989","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821988","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821987","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO821986","11674","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OR379328","1807","BA42","serum","Homo sapiens","dengue virus type 1","1","Brazil: Bahia, Luis Eduardo Magalhaes","Brazil","BRA","22-May-2021","2021-05-22"
"OR379327","1807","BA38","serum","Homo sapiens","dengue virus type 1","1","Brazil: Bahia, Luis Eduardo Magalhaes","Brazil","BRA","23-May-2021","2021-05-23"
"OR379326","1807","BA33","serum","Homo sapiens","dengue virus type 1","1","Brazil: Bahia, Barreiras","Brazil","BRA","29-Mar-2021","2021-03-29"
"OR379325","1807","BA09","serum","Homo sapiens","dengue virus type 1","1","Brazil: Bahia, Luis Eduardo Magalhaes","Brazil","BRA","09-Mar-2021","2021-03-09"
"OR379324","1807","BA02","serum","Homo sapiens","dengue virus type 1","1","Brazil: Bahia, Luis Eduardo Magalhaes","Brazil","BRA","25-Mar-2021","2021-03-25"
"PE061847","2946","NA","NA","NA","unidentified","NA","NA",NA,NA,"NA",NA
"NM_001399360","2744","NA","NA","NA","Rattus norvegicus","NA","NA",NA,NA,"NA",NA
"OR139065","343","KOL002","Hand caught","NA","Aedes sp.","NA","India: Kolkata,Salt lake","India","IND","29-Sep-2022","2022-09-29"
"OR139064","345","3N","Rubber bowl","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","01-Jun-2022","2022-06-01"
"OR139063","341","4M","Rubber bowl","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","01-Jun-2022","2022-06-01"
"OR139062","338","2N","Rubber bowl","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","01-Jun-2022","2022-06-01"
"OR139061","205","9A","Rubber garden_hand caught","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","15-Nov-2021","2021-11-15"
"OR129846","699","21","Light trap collection","NA","Aedes sp.","NA","India: Tripura,New Maldapara","India","IND","31-Jul-2021","2021-07-31"
"OR129845","690","14","Light trap collection","NA","Aedes sp.","NA","India: Tripura,Tarjapara","India","IND","11-Jun-2019","2019-06-11"
"OR129844","715","4","Light trap collection","NA","Aedes sp.","NA","India: Bidyapara,Tripura","India","IND","11-Jun-2019","2019-06-11"
"OR129843","592","9B","Rubber garden_hand caught","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","15-Dec-2021","2021-12-15"
"OR129842","704","9C","Rubber garden_hand caught","NA","Aedes sp.","NA","India: Tripura,Ranasai","India","IND","15-Dec-2021","2021-12-15"
"OO295954","13826","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295953","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295952","21","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295951","22","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295950","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295949","36","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295948","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295947","36","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295946","13756","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295945","783","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295944","783","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295943","2964","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295942","2964","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295941","8153","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295940","8134","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295939","8132","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295938","8145","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295937","8179","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295936","8377","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295935","8180","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295934","8156","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295933","8144","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295932","8129","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295931","8186","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295930","8166","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295929","8387","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295928","8185","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295927","8159","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295926","3744","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295925","8159","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO295924","3747","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269596","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269595","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269594","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269593","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269592","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269591","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269590","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269589","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269588","24","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269587","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269586","25","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269585","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269584","31","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269583","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269582","26","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269581","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269580","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269579","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269578","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269577","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269576","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269575","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269574","35","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269573","32","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269572","25","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269571","27","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269570","28","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269569","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269568","30","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269567","31","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269566","33","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269565","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
"OO269564","29","NA","NA","NA","unknown","NA","NA",NA,NA,"NA",NA
